"excel_file_name","id","sex","dob","doe","age_months","age_years","age_years_group","location","percentage_correct","ses","item","acc","subj_acc","quartile","bigger_places","places","length_diff","one_digit_diff_not_zero","transposition","inserting_zero","e3_categories","category","left_num","right_num","left_number_range","right_number_range","item_comparison_unordered","item_comparison","item_type","within_id"
"Meap Mapping Data/sheet: combined data",215,"M","12/1/05","7/14/09",43.45,3.621162281,3,"Lab",62.5,"NA","223 v 220",0,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/1/05 7/14/09 M Lab"
"Meap 3 Data only/sheet: combined data",216,"NA","9/23/08","5/27/13",56.15131579,4.679276316,4,"PLE",56.3,"2","223 v 220",1,0.5625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/23/08 5/27/13 NA PLE"
"Block and Abacus Data/sheet: Combined data",220,"F","4/5/04","12/4/09",68.05921053,5.671600877,5,"Lab",68.75,"NA","223 v 220",1,0.6875,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","4/5/04 12/4/09 F Lab"
"Digit Training/sheet: data",221,"F","5/6/04","4/21/10",71.57894737,5.964912281,5,"Lab",90,"NA","223 v 220",1,0.9,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","5/6/04 4/21/10 F Lab"
"Meap Mapping Data/sheet: combined data",222,"M","11/7/02","7/14/09",80.3,6.691337719,6,"Lab",43.75,"NA","223 v 220",0,0.4375,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","11/7/02 7/14/09 M Lab"
"Baby Meap Data/sheet: combined data",223,"F","4/9/08","5/28/13",61.67763158,5.139802632,5,"PLE",70,"2","223 v 220",0,0.7,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","4/9/08 5/28/13 F PLE"
"Block and Abacus Data/sheet: Combined data",227,"M","1/27/03","12/9/09",82.5,6.875,6,"Lab",100,"NA","223 v 220",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","1/27/03 12/9/09 M Lab"
"Digit Training/sheet: data",228,"F","5/26/05","4/26/10",59.07894737,4.923245614,4,"Lab",80,"NA","223 v 220",1,0.8,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","5/26/05 4/26/10 F Lab"
"Meap Mapping Data/sheet: combined data",229,"M","11/1/04","7/15/09",56.48,4.706688596,4,"Lab",43.75,"NA","223 v 220",1,0.4375,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","11/1/04 7/15/09 M Lab"
"Baby Meap Data/sheet: combined data",230,"M","3/17/09","5/28/13",50.42763158,4.202302632,4,"PLE",50,"2","223 v 220",1,0.5,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","3/17/09 5/28/13 M PLE"
"Block and Abacus Data/sheet: Combined data",234,"M","6/1/05","12/9/09",54.34210526,4.528508772,4,"Lab",62.5,"NA","223 v 220",1,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","6/1/05 12/9/09 M Lab"
"Digit Training/sheet: data",235,"M","5/13/04","4/27/10",71.54605263,5.962171053,5,"Lab",85,"NA","223 v 220",1,0.85,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","5/13/04 4/27/10 M Lab"
"Meap Mapping Data/sheet: combined data",236,"M","12/6/05","7/15/09",43.32,3.610197368,3,"Lab",37.5,"NA","223 v 220",0,0.375,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/6/05 7/15/09 M Lab"
"Baby Meap Data/sheet: combined data",237,"F","5/21/09","5/28/13",48.28947368,4.024122807,4,"PLE",40,"2","223 v 220",0,0.4,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","5/21/09 5/28/13 F PLE"
"Block and Abacus Data/sheet: Combined data",241,"M","6/14/05","12/9/09",53.91447368,4.492872807,4,"Lab",56.25,"NA","223 v 220",1,0.5625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","6/14/05 12/9/09 M Lab"
"Digit Training/sheet: data",242,"M","12/3/05","5/17/10",53.48684211,4.457236842,4,"Lab",75,"NA","223 v 220",0,0.75,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/3/05 5/17/10 M Lab"
"Meap Mapping Data/sheet: combined data",243,"M","1/14/04","7/15/09",66.09,5.507127193,5,"Lab",62.5,"NA","223 v 220",1,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","1/14/04 7/15/09 M Lab"
"Baby Meap Data/sheet: combined data",244,"M","7/23/09","5/28/13",46.21710526,3.851425439,3,"PLE",40,"2","223 v 220",0,0.4,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/23/09 5/28/13 M PLE"
"Block and Abacus Data/sheet: Combined data",248,"F","9/12/05","1/26/10",52.53289474,4.377741228,4,"Lab",50,"NA","223 v 220",0,0.5,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/12/05 1/26/10 F Lab"
"Digit Training/sheet: data",249,"F","7/9/05","5/17/10",58.32236842,4.860197368,4,"Lab",65,"NA","223 v 220",1,0.65,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/9/05 5/17/10 F Lab"
"Meap Mapping Data/sheet: combined data",250,"M","1/24/05","7/15/09",53.72,4.476425439,4,"Lab",62.5,"NA","223 v 220",1,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","1/24/05 7/15/09 M Lab"
"Baby Meap Data/sheet: combined data",251,"F","7/23/09","5/28/13",46.21710526,3.851425439,3,"PLE",50,"2","223 v 220",0,0.5,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/23/09 5/28/13 F PLE"
"Block and Abacus Data/sheet: Combined data",255,"M","10/3/04","1/21/10",63.68421053,5.307017544,5,"Lab",100,"NA","223 v 220",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","10/3/04 1/21/10 M Lab"
"Digit Training/sheet: data",256,"F","7/8/05","5/18/10",58.38815789,4.865679825,4,"Lab",30,"NA","223 v 220",0,0.6,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/8/05 5/18/10 F Lab"
"Meap Mapping Data/sheet: combined data",257,"F","10/26/05","7/15/09",44.67,3.722587719,3,"Lab",37.5,"NA","223 v 220",1,0.375,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","10/26/05 7/15/09 F Lab"
"Baby Meap Data/sheet: combined data",258,"M","9/4/09","5/28/13",44.80263158,3.733552632,3,"PLE",60,"2","223 v 220",1,0.6,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/4/09 5/28/13 M PLE"
"Block and Abacus Data/sheet: Combined data",260,"F","8/27/05","1/21/10",52.89473684,4.407894737,4,"Lab",43.75,"NA","223 v 220",0,0.4375,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/27/05 1/21/10 F Lab"
"Digit Training/sheet: data",261,"F","8/30/05","5/18/10",56.64473684,4.720394737,4,"Lab",25,"NA","223 v 220",1,0.5,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/30/05 5/18/10 F Lab"
"Meap Mapping Data/sheet: combined data",262,"M","2/11/05","7/16/09",53.16,4.429824561,4,"Lab",56.25,"NA","223 v 220",0,0.5625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","2/11/05 7/16/09 M Lab"
"Baby Meap Data/sheet: combined data",263,"F","10/10/09","5/28/13",43.61842105,3.634868421,3,"PLE",60,"2","223 v 220",1,0.6,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","10/10/09 5/28/13 F PLE"
"Block and Abacus Data/sheet: Combined data",264,"F","8/22/05","1/21/10",53.05921053,4.421600877,4,"Lab",75,"NA","223 v 220",1,0.75,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/22/05 1/21/10 F Lab"
"Digit Training/sheet: data",265,"F","7/15/05","5/20/10",58.22368421,4.851973684,4,"Lab",60,"NA","223 v 220",0,0.6,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/15/05 5/20/10 F Lab"
"Meap Mapping Data/sheet: combined data",266,"M","10/25/04","7/23/09",56.97,4.747807018,4,"Lab",56.25,"NA","223 v 220",1,0.5625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","10/25/04 7/23/09 M Lab"
"Baby Meap Data/sheet: combined data",268,"F","11/16/09","5/28/13",42.40131579,3.533442982,3,"PLE",90,"2","223 v 220",1,0.9,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","11/16/09 5/28/13 F PLE"
"Block and Abacus Data/sheet: Combined data",269,"F","8/4/04","1/19/10",65.59210526,5.466008772,5,"Lab",68.75,"NA","223 v 220",1,0.6875,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/4/04 1/19/10 F Lab"
"Digit Training/sheet: data",270,"M","8/11/03","5/20/10",81.38157895,6.781798246,6,"Lab",95,"NA","223 v 220",1,0.95,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/11/03 5/20/10 M Lab"
"Meap Mapping Data/sheet: combined data",271,"F","6/16/04","7/23/09",61.28,5.106907895,5,"Lab",75,"NA","223 v 220",1,0.75,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","6/16/04 7/23/09 F Lab"
"Baby Meap Data/sheet: combined data",273,"M","12/19/09","5/28/13",41.31578947,3.442982456,3,"PLE",60,"2","223 v 220",0,0.6,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/19/09 5/28/13 M PLE"
"Block and Abacus Data/sheet: Combined data",274,"M","9/8/05","1/19/10",52.43421053,4.369517544,4,"Lab",68.75,"NA","223 v 220",1,0.6875,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/8/05 1/19/10 M Lab"
"Digit Training/sheet: data",275,"F","9/17/03","5/20/10",80.16447368,6.680372807,6,"Lab",95,"NA","223 v 220",1,0.95,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/17/03 5/20/10 F Lab"
"Meap Mapping Data/sheet: combined data",276,"M","1/31/06","7/23/09",41.74,3.478618421,3,"Lab",62.5,"NA","223 v 220",1,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","1/31/06 7/23/09 M Lab"
"Baby Meap Data/sheet: combined data",278,"M","12/21/09","5/28/13",41.25,3.4375,3,"PLE",80,"2","223 v 220",1,0.8,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/21/09 5/28/13 M PLE"
"Block and Abacus Data/sheet: Combined data",279,"F","5/6/04","1/15/10",68.42105263,5.701754386,5,"Lab",75,"NA","223 v 220",0,0.75,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","5/6/04 1/15/10 F Lab"
"Digit Training/sheet: data",280,"F","9/13/03","5/28/10",80.55921053,6.713267544,6,"Lab",90,"NA","223 v 220",1,0.9,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/13/03 5/28/10 F Lab"
"Meap Mapping Data/sheet: combined data",281,"F","3/2/04","7/23/09",64.77,5.39747807,5,"Lab",75,"NA","223 v 220",0,0.75,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","3/2/04 7/23/09 F Lab"
"Baby Meap Data/sheet: combined data",283,"F","1/1/09","5/28/13",52.89473684,4.407894737,4,"PLE",90,"2","223 v 220",1,0.9,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","1/1/09 5/28/13 F PLE"
"Block and Abacus Data/sheet: Combined data",284,"F","12/15/03","1/14/10",73.09210526,6.091008772,6,"Lab",75,"NA","223 v 220",1,0.75,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/15/03 1/14/10 F Lab"
"Digit Training/sheet: data",285,"F","9/12/03","6/2/10",80.75657895,6.729714912,6,"Lab",100,"NA","223 v 220",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/12/03 6/2/10 F Lab"
"Meap Mapping Data/sheet: combined data",286,"F","3/28/06","7/17/09",39.7,3.308662281,3,"Lab",62.5,"NA","223 v 220",0,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","3/28/06 7/17/09 F Lab"
"Baby Meap Data/sheet: combined data",288,"F","11/9/08","5/29/13",54.67105263,4.555921053,4,"PLE",60,"2","223 v 220",1,0.6,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","11/9/08 5/29/13 F PLE"
"Block and Abacus Data/sheet: Combined data",289,"F","9/22/05","2/2/10",52.43421053,4.369517544,4,"Lab",62.5,"NA","223 v 220",1,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/22/05 2/2/10 F Lab"
"Digit Training/sheet: data",290,"M","9/16/03","6/2/10",80.625,6.71875,6,"Lab",95,"NA","223 v 220",1,0.95,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/16/03 6/2/10 M Lab"
"Meap Mapping Data/sheet: combined data",291,"F","4/13/06","7/17/09",39.18,3.264802632,3,"Lab",37.5,"NA","223 v 220",1,0.375,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","4/13/06 7/17/09 F Lab"
"Meap 3 Data only/sheet: combined data",293,"NA","7/20/08","5/29/13",58.35526316,4.862938596,4,"Lab",62.5,"NA","223 v 220",1,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/20/08 5/29/13 NA Lab"
"Block and Abacus Data/sheet: Combined data",294,"F","11/16/04","2/4/10",62.69736842,5.224780702,5,"Lab",50,"NA","223 v 220",1,0.5,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","11/16/04 2/4/10 F Lab"
"Digit Training/sheet: data",295,"M","9/9/03","6/2/10",80.85526316,6.737938596,6,"Lab",80,"NA","223 v 220",0,0.8,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","9/9/03 6/2/10 M Lab"
"Meap Mapping Data/sheet: combined data",296,"M","1/5/03","7/17/09",78.45,6.537828947,6,"Lab",87.5,"NA","223 v 220",1,0.875,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","1/5/03 7/17/09 M Lab"
"Meap 3 Data only/sheet: combined data",298,"NA","7/9/08","5/30/13",58.75,4.895833333,4,"Lab",87.5,"NA","223 v 220",1,0.875,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/9/08 5/30/13 NA Lab"
"Block and Abacus Data/sheet: Combined data",299,"M","10/1/03","2/4/10",76.25,6.354166667,6,"Lab",81.25,"NA","223 v 220",1,0.8125,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","10/1/03 2/4/10 M Lab"
"Digit Training/sheet: data",300,"F","1/30/04","6/3/10",76.18421053,6.348684211,6,"Lab",95,"NA","223 v 220",1,0.95,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","1/30/04 6/3/10 F Lab"
"Meap Mapping Data/sheet: combined data",301,"M","8/4/03","8/24/09",72.76315789,6.063596491,6,"Lab",50,"NA","223 v 220",0,0.5,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/4/03 8/24/09 M Lab"
"Meap 3 Data only/sheet: combined data",303,"NA","7/9/08","6/2/13",58.84868421,4.904057018,4,"Lab",56.3,"NA","223 v 220",1,0.5625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","7/9/08 6/2/13 NA Lab"
"Baby Meap Data/sheet: combined data",304,"F","11/12/08","6/2/13",54.70394737,4.558662281,4,"KC",30,"2","223 v 220",0,0.3,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","11/12/08 6/2/13 F KC"
"Block and Abacus Data/sheet: Combined data",305,"M","4/26/05","2/10/10",57.59868421,4.799890351,4,"Lab",62.5,"NA","223 v 220",0,0.625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","4/26/05 2/10/10 M Lab"
"Digit Training/sheet: data",306,"F","2/14/04","6/17/10",76.15131579,6.345942982,6,"Lab",30,"NA","223 v 220",0,0.6,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","2/14/04 6/17/10 F Lab"
"Meap Mapping Data/sheet: combined data",307,"M","12/4/02","9/9/09",81.28289474,6.773574561,6,"Lab",100,"NA","223 v 220",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/4/02 9/9/09 M Lab"
"Baby Meap Data/sheet: combined data",309,"M","2/11/10","6/2/13",39.70394737,3.308662281,3,"KC",30,"2","223 v 220",0,0.3,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","2/11/10 6/2/13 M KC"
"Block and Abacus Data/sheet: Combined data",310,"M","12/3/05","2/9/10",50.29605263,4.191337719,4,"Lab",50,"NA","223 v 220",1,0.5,1,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","12/3/05 2/9/10 M Lab"
"Digit Training/sheet: data",311,"M","6/21/04","6/30/10",72.36842105,6.030701754,6,"Lab",70,"NA","223 v 220",1,0.7,3,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","6/21/04 6/30/10 M Lab"
"Meap Mapping Data/sheet: combined data",312,"F","8/22/03","8/30/09",72.37,6.030701754,6,"Lab",68.75,"NA","223 v 220",1,0.6875,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/22/03 8/30/09 F Lab"
"Baby Meap Data/sheet: combined data",314,"M","8/3/08","6/2/13",58.02631579,4.835526316,4,"KC",90,"2","223 v 220",1,0.9,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/3/08 6/2/13 M KC"
"Block and Abacus Data/sheet: Combined data",315,"F","10/8/05","2/8/10",52.10526316,4.342105263,4,"Lab",68.75,"NA","223 v 220",1,0.6875,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","10/8/05 2/8/10 F Lab"
"Digit Training/sheet: data",316,"F","6/4/04","7/2/10",72.99342105,6.082785088,6,"Lab",95,"NA","223 v 220",1,0.95,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","6/4/04 7/2/10 F Lab"
"Meap Mapping Data/sheet: combined data",317,"F","8/9/03","9/9/09",73.125,6.09375,6,"Lab",93.75,"NA","223 v 220",1,0.9375,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","8/9/03 9/9/09 F Lab"
"Baby Meap Data/sheet: combined data",318,"F","10/8/07","6/2/13",67.89473684,5.657894737,5,"KC",90,"2","223 v 220",1,0.9,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","10/8/07 6/2/13 F KC"
"Block and Abacus Data/sheet: Combined data",319,"F","11/19/05","2/8/10",50.72368421,4.226973684,4,"Lab",56.25,"NA","223 v 220",1,0.5625,2,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","11/19/05 2/8/10 F Lab"
"Digit Training/sheet: data",320,"M","6/9/04","7/2/10",72.82894737,6.069078947,6,"Lab",100,"NA","223 v 220",1,1,4,3,"3v3","n","n","n","n","3d_no_trans","M-SP-no-T",223,220,"hundred","hundred","hundred_hundred","hundred_hundred","Neither","6/9/04 7/2/10 M Lab"
